product_id,reordered_0,reordered_1,frequency,ordered_first,ordered_last,clusters_5,clusters_8,aisle_id,department_id,department,aisle
1314,20,6.0,26.0,4.0,1.0,0,2,45,19,snacks,candy chocolate
1315,3,2.0,5.0,1.0,0.0,3,5,64,7,beverages,energy sports drinks
1316,7,4.0,11.0,2.0,0.0,3,5,42,1,frozen,frozen vegan vegetarian
1317,18,0.0,18.0,2.0,1.0,4,7,102,18,babies,baby bath body care
1318,67,42.0,109.0,9.0,3.0,0,1,94,7,beverages,tea
1319,151,143.0,294.0,16.0,19.0,2,1,54,17,household,paper goods
1320,5,8.0,13.0,1.0,1.0,0,2,74,17,household,dish detergents
1321,24,19.0,43.0,3.0,5.0,0,2,120,16,dairy eggs,yogurt
1322,216,103.0,319.0,18.0,6.0,2,1,59,15,canned goods,canned meals beans
1323,241,552.0,793.0,46.0,20.0,2,1,120,16,dairy eggs,yogurt
1324,35,9.0,44.0,2.0,1.0,0,2,111,17,household,plates bowls cups flatware
1325,32,12.0,44.0,4.0,2.0,0,2,5,13,pantry,marinades meat preparation
1326,95,95.0,190.0,18.0,10.0,0,1,88,13,pantry,spreads
1327,180,278.0,458.0,29.0,23.0,2,1,77,7,beverages,soft drinks
1328,29,50.0,79.0,6.0,3.0,0,2,3,19,snacks,energy granola bars
1329,60,25.0,85.0,5.0,2.0,0,2,3,19,snacks,energy granola bars
1330,605,392.0,997.0,67.0,67.0,2,4,54,17,household,paper goods
1331,15,7.0,22.0,0.0,1.0,1,6,25,11,personal care,soap
1332,35,37.0,72.0,4.0,0.0,3,5,42,1,frozen,frozen vegan vegetarian
1333,26,27.0,53.0,5.0,0.0,3,5,48,14,breakfast,breakfast bars pastries
1334,36,13.0,49.0,4.0,3.0,0,2,89,13,pantry,salad dressing toppings
1335,547,769.0,1316.0,89.0,34.0,2,4,92,18,babies,baby food formula
1336,120,65.0,185.0,9.0,13.0,0,1,74,17,household,dish detergents
1337,235,770.0,1005.0,52.0,29.0,2,4,120,16,dairy eggs,yogurt
1338,118,91.0,209.0,21.0,12.0,0,1,30,6,international,latino foods
1339,5,2.0,7.0,0.0,0.0,1,0,17,13,pantry,baking ingredients
1340,40,23.0,63.0,2.0,4.0,0,2,110,13,pantry,pickled goods olives
1341,59,14.0,73.0,3.0,3.0,0,2,20,11,personal care,oral hygiene
1342,10,4.0,14.0,0.0,3.0,1,6,81,15,canned goods,canned jarred vegetables
1343,17,3.0,20.0,3.0,1.0,0,2,34,1,frozen,frozen meat seafood
1344,5,0.0,5.0,0.0,1.0,4,3,109,11,personal care,skin care
1345,10,6.0,16.0,3.0,0.0,3,5,28,5,alcohol,red wines
1346,104,67.0,171.0,15.0,10.0,0,1,2,16,dairy eggs,specialty cheeses
1347,481,701.0,1182.0,86.0,46.0,2,4,120,16,dairy eggs,yogurt
1348,77,73.0,150.0,14.0,4.0,0,1,31,7,beverages,refrigerated
1349,41,35.0,76.0,5.0,3.0,0,2,92,18,babies,baby food formula
1350,10,3.0,13.0,0.0,1.0,1,6,77,7,beverages,soft drinks
1351,51,25.0,76.0,6.0,3.0,0,2,45,19,snacks,candy chocolate
1352,39,50.0,89.0,4.0,3.0,0,2,64,7,beverages,energy sports drinks
1353,10,1.0,11.0,0.0,1.0,1,6,22,11,personal care,hair care
1354,346,356.0,702.0,46.0,28.0,2,4,117,19,snacks,nuts seeds dried fruit
1355,3,0.0,3.0,0.0,0.0,4,3,101,17,household,air fresheners candles
1356,341,460.0,801.0,40.0,23.0,2,4,92,18,babies,baby food formula
1357,82,75.0,157.0,5.0,9.0,0,1,37,1,frozen,ice cream ice
1358,153,62.0,215.0,20.0,12.0,2,1,123,4,produce,packaged vegetables fruits
1359,2613,339.0,2952.0,193.0,113.0,2,4,104,13,pantry,spices seasonings
1360,2818,2565.0,5383.0,380.0,244.0,2,4,88,13,pantry,spreads
1361,20,17.0,37.0,5.0,2.0,0,2,31,7,beverages,refrigerated
1362,30,3.0,33.0,1.0,2.0,0,2,17,13,pantry,baking ingredients
1363,4,0.0,4.0,0.0,0.0,4,3,25,11,personal care,soap
1364,1246,1780.0,3026.0,184.0,111.0,2,4,3,19,snacks,energy granola bars
1365,361,399.0,760.0,51.0,40.0,2,4,123,4,produce,packaged vegetables fruits
1366,171,246.0,417.0,32.0,32.0,2,1,98,7,beverages,juice nectars
1367,21,20.0,41.0,6.0,3.0,0,2,26,7,beverages,coffee
1368,154,214.0,368.0,29.0,30.0,2,1,24,4,produce,fresh fruits
1369,76,56.0,132.0,15.0,4.0,0,1,62,5,alcohol,white wines
1370,9,2.0,11.0,0.0,0.0,1,0,45,19,snacks,candy chocolate
1371,127,124.0,251.0,24.0,19.0,2,1,78,19,snacks,crackers
1372,5,1.0,6.0,1.0,1.0,0,2,41,8,pets,cat food care
1373,176,218.0,394.0,25.0,13.0,2,1,81,15,canned goods,canned jarred vegetables
1374,910,1346.0,2256.0,78.0,82.0,2,4,83,4,produce,fresh vegetables
1375,7,1.0,8.0,1.0,0.0,3,5,55,11,personal care,shave needs
1376,1552,1173.0,2725.0,320.0,34.0,2,4,105,13,pantry,doughs gelatins bake mixes
1377,418,995.0,1413.0,89.0,45.0,2,4,120,16,dairy eggs,yogurt
1378,42,99.0,141.0,4.0,2.0,0,1,3,19,snacks,energy granola bars
1379,275,554.0,829.0,44.0,32.0,2,4,52,1,frozen,frozen breakfast
1380,21,8.0,29.0,2.0,4.0,0,2,20,11,personal care,oral hygiene
1381,4,0.0,4.0,0.0,0.0,4,3,127,11,personal care,body lotions soap
1382,107,157.0,264.0,17.0,10.0,2,1,124,5,alcohol,spirits
1383,12,4.0,16.0,0.0,0.0,1,0,75,17,household,laundry
1384,6,0.0,6.0,0.0,0.0,4,3,27,5,alcohol,beers coolers
1385,6,5.0,11.0,2.0,1.0,0,2,120,16,dairy eggs,yogurt
1386,28,17.0,45.0,1.0,2.0,0,2,88,13,pantry,spreads
1387,248,212.0,460.0,4.0,36.0,2,1,100,21,missing,missing
1388,14,8.0,22.0,1.0,1.0,0,2,21,16,dairy eggs,packaged cheese
1389,3,2.0,5.0,1.0,0.0,3,5,98,7,beverages,juice nectars
1390,150,9.0,159.0,18.0,7.0,0,1,114,17,household,cleaning products
1391,283,243.0,526.0,44.0,16.0,2,1,78,19,snacks,crackers
1392,481,510.0,991.0,60.0,33.0,2,4,67,20,deli,fresh dips tapenades
1393,201,472.0,673.0,45.0,30.0,2,1,94,7,beverages,tea
1394,35,26.0,61.0,5.0,4.0,0,2,96,20,deli,lunch meat
1395,47,28.0,75.0,3.0,3.0,0,2,34,1,frozen,frozen meat seafood
1396,516,373.0,889.0,55.0,91.0,2,4,83,4,produce,fresh vegetables
1397,62,20.0,82.0,1.0,5.0,0,2,47,11,personal care,vitamins supplements
1398,1284,3095.0,4379.0,194.0,135.0,2,4,37,1,frozen,ice cream ice
1399,286,128.0,414.0,37.0,13.0,2,1,69,15,canned goods,soup broth bouillon
1400,16,4.0,20.0,0.0,3.0,1,6,8,3,bakery,bakery desserts
1401,9,3.0,12.0,1.0,0.0,3,5,62,5,alcohol,white wines
1402,406,1909.0,2315.0,124.0,87.0,2,4,91,16,dairy eggs,soy lactosefree
1403,5,6.0,11.0,2.0,0.0,3,5,20,11,personal care,oral hygiene
1404,4,0.0,4.0,1.0,0.0,4,7,94,7,beverages,tea
1405,558,470.0,1028.0,70.0,48.0,2,4,45,19,snacks,candy chocolate
1406,349,765.0,1114.0,61.0,31.0,2,4,65,11,personal care,protein meal replacements
1407,26,9.0,35.0,7.0,3.0,0,2,131,9,dry goods pasta,dry pasta
1408,3151,4968.0,8119.0,574.0,367.0,2,4,123,4,produce,packaged vegetables fruits
1409,492,680.0,1172.0,55.0,84.0,2,4,120,16,dairy eggs,yogurt
1410,4,1.0,5.0,0.0,2.0,1,6,97,13,pantry,baking supplies decor
1411,135,98.0,233.0,22.0,8.0,2,1,67,20,deli,fresh dips tapenades
1412,15,5.0,20.0,2.0,1.0,0,2,104,13,pantry,spices seasonings
1413,6,1.0,7.0,0.0,0.0,1,0,65,11,personal care,protein meal replacements
1414,4,0.0,4.0,0.0,0.0,4,3,33,6,international,kosher foods
1415,11,0.0,11.0,1.0,0.0,4,7,66,6,international,asian foods
1416,1098,326.0,1424.0,83.0,77.0,2,4,89,13,pantry,salad dressing toppings
1417,11,4.0,15.0,2.0,1.0,0,2,92,18,babies,baby food formula
1418,5,0.0,5.0,1.0,0.0,4,7,3,19,snacks,energy granola bars
1419,9,0.0,9.0,0.0,1.0,4,3,61,19,snacks,cookies cakes
1420,69,38.0,107.0,8.0,2.0,0,1,126,11,personal care,feminine care
1421,16,3.0,19.0,1.0,2.0,0,2,85,17,household,food storage
1422,90,127.0,217.0,5.0,13.0,0,1,121,14,breakfast,cereal
1423,34,93.0,127.0,7.0,6.0,0,1,91,16,dairy eggs,soy lactosefree
1424,17,3.0,20.0,2.0,2.0,0,2,89,13,pantry,salad dressing toppings
1425,6,7.0,13.0,0.0,0.0,1,0,37,1,frozen,ice cream ice
1426,170,165.0,335.0,15.0,9.0,2,1,3,19,snacks,energy granola bars
1427,141,262.0,403.0,20.0,11.0,2,1,31,7,beverages,refrigerated
1428,5,0.0,5.0,0.0,0.0,4,3,43,3,bakery,buns rolls
1429,248,275.0,523.0,46.0,14.0,2,1,88,13,pantry,spreads
1430,18,11.0,29.0,1.0,2.0,0,2,117,19,snacks,nuts seeds dried fruit
1431,15,10.0,25.0,2.0,2.0,0,2,31,7,beverages,refrigerated
1432,116,104.0,220.0,23.0,6.0,0,1,120,16,dairy eggs,yogurt
1433,13,3.0,16.0,1.0,0.0,3,5,95,15,canned goods,canned meat seafood
1434,207,89.0,296.0,17.0,12.0,2,1,5,13,pantry,marinades meat preparation
1435,24,5.0,29.0,1.0,2.0,0,2,114,17,household,cleaning products
1436,30,26.0,56.0,5.0,0.0,3,5,98,7,beverages,juice nectars
1437,199,158.0,357.0,24.0,22.0,2,1,23,19,snacks,popcorn jerky
1438,41,33.0,74.0,7.0,3.0,0,2,80,11,personal care,deodorants
1439,218,386.0,604.0,38.0,22.0,2,1,31,7,beverages,refrigerated
1440,878,458.0,1336.0,55.0,59.0,2,4,16,4,produce,fresh herbs
1441,5,2.0,7.0,2.0,0.0,3,5,121,14,breakfast,cereal
1442,11,1.0,12.0,2.0,0.0,3,5,26,7,beverages,coffee
1443,536,1748.0,2284.0,99.0,63.0,2,4,92,18,babies,baby food formula
1444,5,1.0,6.0,2.0,0.0,3,5,78,19,snacks,crackers
1445,35,25.0,60.0,5.0,4.0,0,2,120,16,dairy eggs,yogurt
1446,709,507.0,1216.0,50.0,31.0,2,4,19,13,pantry,oils vinegars
1447,794,1423.0,2217.0,127.0,73.0,2,4,123,4,produce,packaged vegetables fruits
1448,9,9.0,18.0,0.0,1.0,1,6,20,11,personal care,oral hygiene
1449,267,128.0,395.0,33.0,11.0,2,1,37,1,frozen,ice cream ice
1450,156,340.0,496.0,23.0,14.0,2,1,3,19,snacks,energy granola bars
1451,83,63.0,146.0,11.0,6.0,0,1,121,14,breakfast,cereal
1452,204,326.0,530.0,23.0,24.0,2,1,3,19,snacks,energy granola bars
1453,9,0.0,9.0,1.0,2.0,4,7,20,11,personal care,oral hygiene
1454,7,6.0,13.0,1.0,0.0,3,5,45,19,snacks,candy chocolate
1455,19,83.0,102.0,3.0,1.0,0,2,14,20,deli,tofu meat alternatives
1456,54,24.0,78.0,5.0,2.0,0,2,89,13,pantry,salad dressing toppings
1457,11,6.0,17.0,1.0,0.0,3,5,31,7,beverages,refrigerated
1458,341,233.0,574.0,40.0,30.0,2,1,37,1,frozen,ice cream ice
1459,8,5.0,13.0,0.0,0.0,1,0,126,11,personal care,feminine care
1460,142,97.0,239.0,14.0,17.0,2,1,107,19,snacks,chips pretzels
1461,184,224.0,408.0,33.0,20.0,2,1,52,1,frozen,frozen breakfast
1462,65,14.0,79.0,8.0,6.0,0,2,85,17,household,food storage
1463,5446,23404.0,28850.0,1313.0,858.0,2,4,84,16,dairy eggs,milk
1464,409,557.0,966.0,88.0,50.0,2,4,121,14,breakfast,cereal
1465,79,168.0,247.0,22.0,10.0,0,1,52,1,frozen,frozen breakfast
1466,4,2.0,6.0,1.0,1.0,0,2,31,7,beverages,refrigerated
1467,429,450.0,879.0,69.0,37.0,2,4,21,16,dairy eggs,packaged cheese
1468,2746,3042.0,5788.0,364.0,276.0,2,4,123,4,produce,packaged vegetables fruits
1469,12,2.0,14.0,1.0,0.0,3,5,63,9,dry goods pasta,grains rice dried goods
1470,5,1.0,6.0,1.0,0.0,3,5,118,11,personal care,first aid
1471,91,133.0,224.0,13.0,11.0,0,1,79,1,frozen,frozen pizza
1472,18,25.0,43.0,5.0,0.0,3,5,41,8,pets,cat food care
1473,33,27.0,60.0,5.0,2.0,0,2,61,19,snacks,cookies cakes
1474,4,0.0,4.0,0.0,1.0,4,3,110,13,pantry,pickled goods olives
1475,11,8.0,19.0,1.0,2.0,0,2,75,17,household,laundry
1476,263,249.0,512.0,22.0,25.0,2,1,45,19,snacks,candy chocolate
1477,26,20.0,46.0,0.0,1.0,1,6,42,1,frozen,frozen vegan vegetarian
1478,7,1.0,8.0,1.0,0.0,3,5,108,16,dairy eggs,other creams cheeses
1479,7,2.0,9.0,4.0,1.0,0,2,67,20,deli,fresh dips tapenades
1480,7,5.0,12.0,1.0,1.0,0,2,88,13,pantry,spreads
1481,181,331.0,512.0,39.0,28.0,2,1,123,4,produce,packaged vegetables fruits
1482,20,18.0,38.0,6.0,3.0,0,2,54,17,household,paper goods
1483,446,284.0,730.0,35.0,25.0,2,4,110,13,pantry,pickled goods olives
1484,5,0.0,5.0,2.0,0.0,4,7,70,11,personal care,digestion
1485,683,937.0,1620.0,107.0,82.0,2,4,48,14,breakfast,breakfast bars pastries
1486,46,38.0,84.0,0.0,3.0,1,6,20,11,personal care,oral hygiene
1487,43,8.0,51.0,3.0,3.0,0,2,89,13,pantry,salad dressing toppings
1488,41,32.0,73.0,3.0,2.0,0,2,117,19,snacks,nuts seeds dried fruit
1489,18,1.0,19.0,2.0,0.0,3,5,110,13,pantry,pickled goods olives
1490,125,35.0,160.0,6.0,8.0,0,1,17,13,pantry,baking ingredients
1491,9,3.0,12.0,0.0,0.0,1,0,127,11,personal care,body lotions soap
1492,209,61.0,270.0,22.0,15.0,2,1,105,13,pantry,doughs gelatins bake mixes
1493,17,0.0,17.0,1.0,0.0,4,7,25,11,personal care,soap
1494,57,18.0,75.0,7.0,4.0,0,2,81,15,canned goods,canned jarred vegetables
1495,63,10.0,73.0,3.0,3.0,0,2,94,7,beverages,tea
1496,23,2.0,25.0,1.0,2.0,0,2,109,11,personal care,skin care
1497,10,9.0,19.0,0.0,2.0,1,6,45,19,snacks,candy chocolate
1498,477,468.0,945.0,95.0,46.0,2,4,69,15,canned goods,soup broth bouillon
1499,4,0.0,4.0,3.0,0.0,4,7,88,13,pantry,spreads
1500,70,4.0,74.0,5.0,6.0,0,2,104,13,pantry,spices seasonings
1501,5,0.0,5.0,0.0,0.0,4,3,104,13,pantry,spices seasonings
1502,5,0.0,5.0,1.0,0.0,4,7,132,11,personal care,beauty
1503,1086,1511.0,2597.0,158.0,117.0,2,4,108,16,dairy eggs,other creams cheeses
1504,46,99.0,145.0,8.0,5.0,0,1,21,16,dairy eggs,packaged cheese
1505,59,150.0,209.0,11.0,10.0,0,1,64,7,beverages,energy sports drinks
1506,29,12.0,41.0,4.0,1.0,0,2,123,4,produce,packaged vegetables fruits
1507,15,1.0,16.0,0.0,0.0,1,0,73,11,personal care,facial care
1508,11,9.0,20.0,1.0,4.0,0,2,121,14,breakfast,cereal
1509,60,48.0,108.0,6.0,4.0,0,1,116,1,frozen,frozen produce
1510,9,1.0,10.0,0.0,3.0,1,6,23,19,snacks,popcorn jerky
1511,2866,11106.0,13972.0,823.0,575.0,2,4,84,16,dairy eggs,milk
1512,4,0.0,4.0,0.0,1.0,4,3,11,11,personal care,cold flu allergy
1513,34,14.0,48.0,3.0,0.0,3,5,60,17,household,trash bags liners
1514,494,847.0,1341.0,108.0,68.0,2,4,121,14,breakfast,cereal
1515,41,20.0,61.0,6.0,1.0,0,2,88,13,pantry,spreads
1516,2483,2521.0,5004.0,260.0,233.0,2,4,116,1,frozen,frozen produce
1517,29,42.0,71.0,7.0,3.0,0,2,40,8,pets,dog food care
1518,31,21.0,52.0,10.0,1.0,0,2,31,7,beverages,refrigerated
1519,263,163.0,426.0,34.0,21.0,2,1,105,13,pantry,doughs gelatins bake mixes
1520,40,5.0,45.0,3.0,1.0,0,2,19,13,pantry,oils vinegars
1521,89,73.0,162.0,10.0,5.0,0,1,130,14,breakfast,hot cereal pancake mixes
1522,169,113.0,282.0,26.0,18.0,2,1,116,1,frozen,frozen produce
1523,29,5.0,34.0,2.0,0.0,3,5,104,13,pantry,spices seasonings
1524,38,18.0,56.0,5.0,3.0,0,2,23,19,snacks,popcorn jerky
1525,349,175.0,524.0,29.0,28.0,2,1,75,17,household,laundry
1526,3,0.0,3.0,0.0,0.0,4,3,45,19,snacks,candy chocolate
1527,13,2.0,15.0,1.0,2.0,0,2,53,16,dairy eggs,cream
1528,8,0.0,8.0,2.0,1.0,4,7,97,13,pantry,baking supplies decor
1529,5094,4024.0,9118.0,679.0,382.0,2,4,16,4,produce,fresh herbs
1530,114,83.0,197.0,14.0,6.0,0,1,29,13,pantry,honeys syrups nectars
1531,12,3.0,15.0,2.0,0.0,3,5,114,17,household,cleaning products
1532,5,4.0,9.0,1.0,1.0,0,2,131,9,dry goods pasta,dry pasta
1533,17,16.0,33.0,8.0,0.0,3,5,98,7,beverages,juice nectars
1534,59,93.0,152.0,11.0,5.0,0,1,77,7,beverages,soft drinks
1535,13,9.0,22.0,0.0,1.0,1,6,74,17,household,dish detergents
1536,154,333.0,487.0,35.0,19.0,2,1,41,8,pets,cat food care
1537,26,7.0,33.0,6.0,1.0,0,2,85,17,household,food storage
1538,63,31.0,94.0,7.0,6.0,0,1,69,15,canned goods,soup broth bouillon
1539,31,22.0,53.0,6.0,3.0,0,2,83,4,produce,fresh vegetables
1540,1103,668.0,1771.0,109.0,85.0,2,4,30,6,international,latino foods
1541,665,893.0,1558.0,121.0,87.0,2,4,86,16,dairy eggs,eggs
1542,325,325.0,650.0,44.0,27.0,2,1,34,1,frozen,frozen meat seafood
1543,374,307.0,681.0,48.0,39.0,2,4,110,13,pantry,pickled goods olives
1544,8,0.0,8.0,0.0,0.0,4,3,73,11,personal care,facial care
1545,317,310.0,627.0,52.0,23.0,2,1,3,19,snacks,energy granola bars
1546,624,630.0,1254.0,59.0,39.0,2,4,88,13,pantry,spreads
1547,113,66.0,179.0,14.0,4.0,0,1,61,19,snacks,cookies cakes
1548,18,30.0,48.0,9.0,2.0,0,2,100,21,missing,missing
1549,40,45.0,85.0,6.0,2.0,0,2,127,11,personal care,body lotions soap
1550,12,0.0,12.0,1.0,0.0,4,7,132,11,personal care,beauty
1551,3,6.0,9.0,0.0,0.0,1,0,48,14,breakfast,breakfast bars pastries
1552,36,70.0,106.0,5.0,2.0,0,2,45,19,snacks,candy chocolate
1553,208,243.0,451.0,27.0,21.0,2,1,21,16,dairy eggs,packaged cheese
1554,22,16.0,38.0,3.0,1.0,0,2,5,13,pantry,marinades meat preparation
1555,27,12.0,39.0,5.0,5.0,0,2,129,1,frozen,frozen appetizers sides
1556,475,249.0,724.0,37.0,27.0,2,4,63,9,dry goods pasta,grains rice dried goods
1557,22,19.0,41.0,2.0,2.0,0,2,89,13,pantry,salad dressing toppings
1558,79,135.0,214.0,10.0,5.0,0,1,13,20,deli,prepared meals
1559,1868,5196.0,7064.0,440.0,206.0,2,4,120,16,dairy eggs,yogurt
1560,327,597.0,924.0,32.0,33.0,2,4,37,1,frozen,ice cream ice
1561,2,1.0,3.0,0.0,0.0,1,0,21,16,dairy eggs,packaged cheese
1562,9,4.0,13.0,0.0,1.0,1,6,100,21,missing,missing
1563,89,28.0,117.0,9.0,2.0,0,1,101,17,household,air fresheners candles
1564,25,18.0,43.0,1.0,3.0,0,2,9,9,dry goods pasta,pasta sauce
1565,33,2.0,35.0,3.0,2.0,0,2,123,4,produce,packaged vegetables fruits
1566,22,23.0,45.0,5.0,0.0,3,5,67,20,deli,fresh dips tapenades
1567,15,10.0,25.0,3.0,2.0,0,2,101,17,household,air fresheners candles
1568,20,3.0,23.0,2.0,2.0,0,2,114,17,household,cleaning products
1569,20,50.0,70.0,2.0,3.0,0,2,13,20,deli,prepared meals
1570,30,15.0,45.0,4.0,6.0,0,2,116,1,frozen,frozen produce
1571,71,55.0,126.0,12.0,8.0,0,1,51,13,pantry,preserved dips spreads
1572,11,1.0,12.0,0.0,1.0,1,6,22,11,personal care,hair care
1573,39,20.0,59.0,6.0,4.0,0,2,126,11,personal care,feminine care
1574,39,46.0,85.0,6.0,4.0,0,2,79,1,frozen,frozen pizza
1575,48,52.0,100.0,6.0,1.0,0,2,78,19,snacks,crackers
1576,122,230.0,352.0,13.0,21.0,2,1,26,7,beverages,coffee
1577,813,1203.0,2016.0,70.0,94.0,2,4,120,16,dairy eggs,yogurt
1578,460,433.0,893.0,66.0,40.0,2,4,121,14,breakfast,cereal
1579,104,8.0,112.0,8.0,3.0,0,1,66,6,international,asian foods
1580,4,1.0,5.0,0.0,1.0,1,6,80,11,personal care,deodorants
1581,146,237.0,383.0,30.0,18.0,2,1,94,7,beverages,tea
1582,600,674.0,1274.0,120.0,70.0,2,4,96,20,deli,lunch meat
1583,294,175.0,469.0,39.0,23.0,2,1,130,14,breakfast,hot cereal pancake mixes
1584,5,0.0,5.0,0.0,0.0,4,3,43,3,bakery,buns rolls
1585,72,10.0,82.0,3.0,1.0,0,2,104,13,pantry,spices seasonings
1586,20,14.0,34.0,3.0,1.0,0,2,22,11,personal care,hair care
1587,127,28.0,155.0,15.0,8.0,0,1,114,17,household,cleaning products
1588,36,61.0,97.0,9.0,3.0,0,2,78,19,snacks,crackers
1589,22,4.0,26.0,0.0,1.0,1,6,47,11,personal care,vitamins supplements
1590,5,1.0,6.0,0.0,0.0,1,0,107,19,snacks,chips pretzels
1591,13,5.0,18.0,3.0,0.0,3,5,44,11,personal care,eye ear care
1592,141,29.0,170.0,14.0,9.0,0,1,22,11,personal care,hair care
1593,31,19.0,50.0,1.0,2.0,0,2,39,12,meat seafood,seafood counter
1594,9,2.0,11.0,1.0,1.0,0,2,107,19,snacks,chips pretzels
1595,106,17.0,123.0,5.0,6.0,0,1,90,7,beverages,cocoa drink mixes
1596,126,14.0,140.0,15.0,7.0,0,1,44,11,personal care,eye ear care
1597,22,8.0,30.0,4.0,0.0,3,5,66,6,international,asian foods
1598,442,245.0,687.0,34.0,29.0,2,4,29,13,pantry,honeys syrups nectars
1599,479,282.0,761.0,54.0,39.0,2,4,54,17,household,paper goods
1600,81,128.0,209.0,15.0,5.0,0,1,1,20,deli,prepared soups salads
1601,33,4.0,37.0,3.0,2.0,0,2,25,11,personal care,soap
1602,47,30.0,77.0,6.0,1.0,0,2,80,11,personal care,deodorants
1603,103,75.0,178.0,16.0,12.0,0,1,37,1,frozen,ice cream ice
1604,55,6.0,61.0,3.0,5.0,0,2,101,17,household,air fresheners candles
1605,62,52.0,114.0,10.0,6.0,0,1,45,19,snacks,candy chocolate
1606,3,2.0,5.0,1.0,0.0,3,5,120,16,dairy eggs,yogurt
1607,23,19.0,42.0,1.0,4.0,0,2,123,4,produce,packaged vegetables fruits
1608,4,1.0,5.0,1.0,0.0,3,5,61,19,snacks,cookies cakes
1609,76,86.0,162.0,9.0,6.0,0,1,38,1,frozen,frozen meals
1610,24,24.0,48.0,4.0,1.0,0,2,61,19,snacks,cookies cakes
1611,25,5.0,30.0,0.0,1.0,1,6,19,13,pantry,oils vinegars
1612,148,269.0,417.0,25.0,17.0,2,1,93,3,bakery,breakfast bakery
1613,11,0.0,11.0,0.0,0.0,4,3,80,11,personal care,deodorants
1614,260,109.0,369.0,34.0,21.0,2,1,116,1,frozen,frozen produce
1615,6,2.0,8.0,2.0,0.0,3,5,69,15,canned goods,soup broth bouillon
1616,511,556.0,1067.0,77.0,48.0,2,4,57,14,breakfast,granola
1617,9,1.0,10.0,0.0,0.0,1,0,82,18,babies,baby accessories
1618,566,877.0,1443.0,109.0,51.0,2,4,38,1,frozen,frozen meals
1619,7,0.0,7.0,0.0,1.0,4,3,25,11,personal care,soap
1620,106,120.0,226.0,26.0,10.0,0,1,38,1,frozen,frozen meals
1621,223,318.0,541.0,33.0,21.0,2,1,117,19,snacks,nuts seeds dried fruit
1622,8,0.0,8.0,3.0,0.0,4,7,119,1,frozen,frozen dessert
1623,11,4.0,15.0,0.0,0.0,1,0,81,15,canned goods,canned jarred vegetables
1624,5,3.0,8.0,1.0,2.0,0,2,61,19,snacks,cookies cakes
1625,8,2.0,10.0,0.0,0.0,1,0,47,11,personal care,vitamins supplements
1626,5,0.0,5.0,0.0,0.0,4,3,19,13,pantry,oils vinegars
1627,6,1.0,7.0,0.0,1.0,1,6,101,17,household,air fresheners candles
1628,71,15.0,86.0,3.0,8.0,0,2,115,7,beverages,water seltzer sparkling water
1629,70,25.0,95.0,5.0,8.0,0,1,133,11,personal care,muscles joints pain relief
1630,35,59.0,94.0,9.0,1.0,0,2,3,19,snacks,energy granola bars
1631,522,316.0,838.0,50.0,49.0,2,4,19,13,pantry,oils vinegars
1632,14,4.0,18.0,1.0,1.0,0,2,118,11,personal care,first aid
1633,263,254.0,517.0,15.0,31.0,2,1,130,14,breakfast,hot cereal pancake mixes
1634,43,47.0,90.0,4.0,1.0,0,2,81,15,canned goods,canned jarred vegetables
1635,60,31.0,91.0,6.0,10.0,0,1,117,19,snacks,nuts seeds dried fruit
1636,4,0.0,4.0,0.0,0.0,4,3,47,11,personal care,vitamins supplements
1637,10,2.0,12.0,1.0,0.0,3,5,47,11,personal care,vitamins supplements
1638,39,21.0,60.0,0.0,4.0,1,6,4,9,dry goods pasta,instant foods
1639,487,309.0,796.0,68.0,30.0,2,4,31,7,beverages,refrigerated
1640,1148,1386.0,2534.0,173.0,101.0,2,4,42,1,frozen,frozen vegan vegetarian
1641,12,3.0,15.0,1.0,0.0,3,5,55,11,personal care,shave needs
1642,126,109.0,235.0,21.0,9.0,2,1,69,15,canned goods,soup broth bouillon
1643,351,290.0,641.0,40.0,31.0,2,1,21,16,dairy eggs,packaged cheese
1644,52,70.0,122.0,7.0,3.0,0,1,45,19,snacks,candy chocolate
1645,23,4.0,27.0,1.0,0.0,3,5,13,20,deli,prepared meals
1646,53,81.0,134.0,8.0,9.0,0,1,14,20,deli,tofu meat alternatives
1647,23,1.0,24.0,0.0,1.0,1,6,5,13,pantry,marinades meat preparation
1648,125,190.0,315.0,20.0,6.0,2,1,61,19,snacks,cookies cakes
1649,270,339.0,609.0,40.0,25.0,2,1,107,19,snacks,chips pretzels
1650,15,3.0,18.0,1.0,0.0,3,5,126,11,personal care,feminine care
1651,7,1.0,8.0,0.0,0.0,1,0,78,19,snacks,crackers
1652,112,47.0,159.0,23.0,5.0,0,1,9,9,dry goods pasta,pasta sauce
1653,233,360.0,593.0,26.0,21.0,2,1,92,18,babies,baby food formula
1654,28,18.0,46.0,2.0,2.0,0,2,45,19,snacks,candy chocolate
1655,7,0.0,7.0,3.0,1.0,4,7,6,2,other,other
1656,5,3.0,8.0,2.0,0.0,3,5,73,11,personal care,facial care
1657,8,1.0,9.0,0.0,3.0,1,6,50,19,snacks,fruit vegetable snacks
1658,393,16.0,409.0,34.0,18.0,2,1,104,13,pantry,spices seasonings
1659,17,2.0,19.0,2.0,1.0,0,2,85,17,household,food storage
1660,4,0.0,4.0,0.0,0.0,4,3,25,11,personal care,soap
